Peer,vendor,KPI,value
Flexible Planning Platforms,Valsight,Data integration,3.816568047
Flexible Planning Platforms,Valsight,Planning content,4.919899875
Flexible Planning Platforms,Valsight,Planning functionality,6.835580687
Flexible Planning Platforms,Valsight,Workflow,4.499651568
Flexible Planning Platforms,Valsight,Forecasting,9.714788732
Flexible Planning Platforms,Valsight,Simulation,10
Flexible Planning Platforms,Valsight,Driver-based planning,10
Flexible Planning Platforms,Valsight,Reporting/analysis,7.031279621
Flexible Planning Platforms,Valsight,Functionality,6.954808748
Flexible Planning Platforms,Valsight,Self-service,6.567786901
Flexible Planning Platforms,Valsight,Flexibility,8.884711671
Flexible Planning Platforms,Valsight,Ease of use,9.438374178
Flexible Planning Platforms,Valsight,Sales experience,7.235586481
Flexible Planning Platforms,Valsight,Performance satisfaction,10
Flexible Planning Platforms,Valsight,Customer experience,8.667310712
Flexible Planning Platforms,Valsight,Considered for purchase,1.700598802
Flexible Planning Platforms,Valsight,Competitive win rate,10
Flexible Planning Platforms,Valsight,Competitiveness,6.680239521
Global Vendors,Adaptive Insights,Business benefits,9.247684758
Global Vendors,Anaplan,Business benefits,5.382867374
Global Vendors,Board,Business benefits,8.210340961
Global Vendors,CCH Tagetik,Business benefits,9.758297755
Global Vendors,IBM Plan. Analytics,Business benefits,6.59482165
Global Vendors,Infor d/EPM,Business benefits,4.553530067
Global Vendors,Jedox,Business benefits,9.227842907
Global Vendors,Oracle Hyp. Plan.,Business benefits,4.351604462
Global Vendors,SAP Analytics Cloud,Business benefits,8.140152205
Global Vendors,SAP BPC,Business benefits,1
Global Vendors,Peer Group Average,Business benefits,6.646714214
Global Vendors,Adaptive Insights,Project success,7.013018106
Global Vendors,Anaplan,Project success,3.760736196
Global Vendors,Board,Project success,5.417177914
Global Vendors,CCH Tagetik,Project success,4.545820552
Global Vendors,IBM Plan. Analytics,Project success,3.838199891
Global Vendors,Infor d/EPM,Project success,5.215002789
Global Vendors,Jedox,Project success,6.363716039
Global Vendors,Oracle Hyp. Plan.,Project success,2.214723926
Global Vendors,SAP Analytics Cloud,Project success,5.215317633
Global Vendors,SAP BPC,Project success,1
Global Vendors,Peer Group Average,Project success,4.458371305
Global Vendors,Adaptive Insights,Project length,7.063157895
Global Vendors,Anaplan,Project length,5.042105263
Global Vendors,Board,Project length,2.783281734
Global Vendors,CCH Tagetik,Project length,1.505263158
Global Vendors,IBM Plan. Analytics,Project length,4.031578947
Global Vendors,Infor d/EPM,Project length,5.042105263
Global Vendors,Jedox,Project length,9.267942584
Global Vendors,Oracle Hyp. Plan.,Project length,1.977928693
Global Vendors,SAP Analytics Cloud,Project length,4.031578947
Global Vendors,SAP BPC,Project length,2.212631579
Global Vendors,Peer Group Average,Project length,4.295757406
Global Vendors,Adaptive Insights,Business value,8.138708063
Global Vendors,Anaplan,Business value,4.785363296
Global Vendors,Board,Business value,6.374776741
Global Vendors,CCH Tagetik,Business value,6.645299588
Global Vendors,IBM Plan. Analytics,Business value,5.248740613
Global Vendors,Infor d/EPM,Business value,4.855450174
Global Vendors,Jedox,Business value,8.27981723
Global Vendors,Oracle Hyp. Plan.,Business value,3.243698322
Global Vendors,SAP Analytics Cloud,Business value,6.480445138
Global Vendors,SAP BPC,Business value,1.202105263
Global Vendors,Peer Group Average,Business value,5.525440443
Global Vendors,Adaptive Insights,Price-to-value,6.500982831
Global Vendors,Anaplan,Price-to-value,3.413084165
Global Vendors,Board,Price-to-value,3.901751161
Global Vendors,CCH Tagetik,Price-to-value,7.187731291
Global Vendors,IBM Plan. Analytics,Price-to-value,4.198008041
Global Vendors,Infor d/EPM,Price-to-value,5.567957536
Global Vendors,Jedox,Price-to-value,6.244360902
Global Vendors,Oracle Hyp. Plan.,Price-to-value,2.673568111
Global Vendors,SAP Analytics Cloud,Price-to-value,5.958881579
Global Vendors,SAP BPC,Price-to-value,1
Global Vendors,Peer Group Average,Price-to-value,4.664632562
Global Vendors,Adaptive Insights,Recommendation,9.121301775
Global Vendors,Anaplan,Recommendation,9.520710059
Global Vendors,Board,Recommendation,6.553677092
Global Vendors,CCH Tagetik,Recommendation,7.323964497
Global Vendors,IBM Plan. Analytics,Recommendation,5.415399596
Global Vendors,Infor d/EPM,Recommendation,3.662721893
Global Vendors,Jedox,Recommendation,7.466610313
Global Vendors,Oracle Hyp. Plan.,Recommendation,3.81487743
Global Vendors,SAP Analytics Cloud,Recommendation,7.098492079
Global Vendors,SAP BPC,Recommendation,1
Global Vendors,Peer Group Average,Recommendation,6.097775473
Global Vendors,Adaptive Insights,Vendor support,5.948452252
Global Vendors,Anaplan,Vendor support,5.507881715
Global Vendors,Board,Vendor support,5.929056065
Global Vendors,CCH Tagetik,Vendor support,5.251440881
Global Vendors,IBM Plan. Analytics,Vendor support,2.205277623
Global Vendors,Infor d/EPM,Vendor support,2.071751839
Global Vendors,Jedox,Vendor support,5.216569456
Global Vendors,Oracle Hyp. Plan.,Vendor support,1
Global Vendors,SAP Analytics Cloud,Vendor support,6.690679681
Global Vendors,SAP BPC,Vendor support,2.202832996
Global Vendors,Peer Group Average,Vendor support,4.202394251
Global Vendors,Adaptive Insights,Implementer support,6.203622951
Global Vendors,Anaplan,Implementer support,5.719683437
Global Vendors,Board,Implementer support,6.349567809
Global Vendors,CCH Tagetik,Implementer support,4.054467213
Global Vendors,IBM Plan. Analytics,Implementer support,4.87442623
Global Vendors,Infor d/EPM,Implementer support,5.659076006
Global Vendors,Jedox,Implementer support,6.114172876
Global Vendors,Oracle Hyp. Plan.,Implementer support,3.462056632
Global Vendors,SAP Analytics Cloud,Implementer support,6.186360656
Global Vendors,SAP BPC,Implementer support,1
Global Vendors,Peer Group Average,Implementer support,4.962343381
Global Vendors,Adaptive Insights,Product satisfaction,7.450293157
Global Vendors,Anaplan,Product satisfaction,6.775087445
Global Vendors,Board,Product satisfaction,7.655164428
Global Vendors,CCH Tagetik,Product satisfaction,6.867690482
Global Vendors,IBM Plan. Analytics,Product satisfaction,6.064369932
Global Vendors,Infor d/EPM,Product satisfaction,4.323543886
Global Vendors,Jedox,Product satisfaction,6.547508767
Global Vendors,Oracle Hyp. Plan.,Product satisfaction,1
Global Vendors,SAP Analytics Cloud,Product satisfaction,6.279527559
Global Vendors,SAP BPC,Product satisfaction,1.784271134
Global Vendors,Peer Group Average,Product satisfaction,5.474745679
Global Vendors,Adaptive Insights,Customer satisfaction,7.147852555
Global Vendors,Anaplan,Customer satisfaction,6.426107261
Global Vendors,Board,Customer satisfaction,6.140139834
Global Vendors,CCH Tagetik,Customer satisfaction,6.06241837
Global Vendors,IBM Plan. Analytics,Customer satisfaction,4.650399056
Global Vendors,Infor d/EPM,Customer satisfaction,4.324325018
Global Vendors,Jedox,Customer satisfaction,6.396602318
Global Vendors,Oracle Hyp. Plan.,Customer satisfaction,2.598161534
Global Vendors,SAP Analytics Cloud,Customer satisfaction,6.47606132
Global Vendors,SAP BPC,Customer satisfaction,1.331184022
Global Vendors,Peer Group Average,Customer satisfaction,5.155325129
Global Vendors,Adaptive Insights,Predefined data connectivity,4.397959184
Global Vendors,Anaplan,Predefined data connectivity,1
Global Vendors,Board,Predefined data connectivity,5.263848397
Global Vendors,CCH Tagetik,Predefined data connectivity,7.230548469
Global Vendors,IBM Plan. Analytics,Predefined data connectivity,5.103954082
Global Vendors,Infor d/EPM,Predefined data connectivity,4.992028061
Global Vendors,Jedox,Predefined data connectivity,5.848604748
Global Vendors,Oracle Hyp. Plan.,Predefined data connectivity,2.441455845
Global Vendors,SAP Analytics Cloud,Predefined data connectivity,9.703752469
Global Vendors,SAP BPC,Predefined data connectivity,8.942520358
Global Vendors,Peer Group Average,Predefined data connectivity,5.492467161
Global Vendors,Adaptive Insights,Data integration,5.706360947
Global Vendors,Anaplan,Data integration,2.98816568
Global Vendors,Board,Data integration,3.891877353
Global Vendors,CCH Tagetik,Data integration,5.954380607
Global Vendors,IBM Plan. Analytics,Data integration,4.517523896
Global Vendors,Infor d/EPM,Data integration,4.270853216
Global Vendors,Jedox,Data integration,7.958579882
Global Vendors,Oracle Hyp. Plan.,Data integration,1
Global Vendors,SAP Analytics Cloud,Data integration,5.224852071
Global Vendors,SAP BPC,Data integration,2.902468884
Global Vendors,Peer Group Average,Data integration,4.441506254
Global Vendors,Adaptive Insights,Planning content,7.075844806
Global Vendors,Anaplan,Planning content,2.823842303
Global Vendors,Board,Planning content,1.951569897
Global Vendors,CCH Tagetik,Planning content,7.407528642
Global Vendors,IBM Plan. Analytics,Planning content,1.448463121
Global Vendors,Infor d/EPM,Planning content,1
Global Vendors,Jedox,Planning content,4.321026283
Global Vendors,Oracle Hyp. Plan.,Planning content,2.155867912
Global Vendors,SAP Analytics Cloud,Planning content,7.407528642
Global Vendors,SAP BPC,Planning content,2.657488527
Global Vendors,Peer Group Average,Planning content,3.824916013
Global Vendors,Adaptive Insights,Planning functionality,7.733362331
Global Vendors,Anaplan,Planning functionality,5.993910396
Global Vendors,Board,Planning functionality,6.939787485
Global Vendors,CCH Tagetik,Planning functionality,6.975859069
Global Vendors,IBM Plan. Analytics,Planning functionality,7.590925821
Global Vendors,Infor d/EPM,Planning functionality,3.503969117
Global Vendors,Jedox,Planning functionality,7.723056165
Global Vendors,Oracle Hyp. Plan.,Planning functionality,3.7654881
Global Vendors,SAP Analytics Cloud,Planning functionality,4.491574177
Global Vendors,SAP BPC,Planning functionality,1
Global Vendors,Peer Group Average,Planning functionality,5.571793266
Global Vendors,Adaptive Insights,Workflow,5.951763937
Global Vendors,Anaplan,Workflow,1
Global Vendors,Board,Workflow,5.597212544
Global Vendors,CCH Tagetik,Workflow,8.814634146
Global Vendors,IBM Plan. Analytics,Workflow,3.894156297
Global Vendors,Infor d/EPM,Workflow,2.809648888
Global Vendors,Jedox,Workflow,3.819163763
Global Vendors,Oracle Hyp. Plan.,Workflow,1.598231037
Global Vendors,SAP Analytics Cloud,Workflow,4.581184669
Global Vendors,SAP BPC,Workflow,3.72195122
Global Vendors,Peer Group Average,Workflow,4.17879465
Global Vendors,Adaptive Insights,Forecasting,8.708160729
Global Vendors,Anaplan,Forecasting,5.436619718
Global Vendors,Board,Forecasting,6.540663335
Global Vendors,CCH Tagetik,Forecasting,7.718309859
Global Vendors,IBM Plan. Analytics,Forecasting,6.463380282
Global Vendors,Infor d/EPM,Forecasting,2.124488869
Global Vendors,Jedox,Forecasting,5.635604324
Global Vendors,Oracle Hyp. Plan.,Forecasting,2.584507042
Global Vendors,SAP Analytics Cloud,Forecasting,7.501942691
Global Vendors,SAP BPC,Forecasting,1
Global Vendors,Peer Group Average,Forecasting,5.371367685
Global Vendors,Adaptive Insights,Simulation,7.176470588
Global Vendors,Anaplan,Simulation,6.047058824
Global Vendors,Board,Simulation,7.882352941
Global Vendors,CCH Tagetik,Simulation,8.533936652
Global Vendors,IBM Plan. Analytics,Simulation,6.865051903
Global Vendors,Infor d/EPM,Simulation,3.142857143
Global Vendors,Jedox,Simulation,5.159663866
Global Vendors,Oracle Hyp. Plan.,Simulation,4.190045249
Global Vendors,SAP Analytics Cloud,Simulation,9.006535948
Global Vendors,SAP BPC,Simulation,1
Global Vendors,Peer Group Average,Simulation,5.900397311
Global Vendors,Adaptive Insights,Driver-based planning,8.446043165
Global Vendors,Anaplan,Driver-based planning,8.010667328
Global Vendors,Board,Driver-based planning,5.989420229
Global Vendors,CCH Tagetik,Driver-based planning,8.688848921
Global Vendors,IBM Plan. Analytics,Driver-based planning,5.289568345
Global Vendors,Infor d/EPM,Driver-based planning,3.814056447
Global Vendors,Jedox,Driver-based planning,6.71679242
Global Vendors,Oracle Hyp. Plan.,Driver-based planning,4.318345324
Global Vendors,SAP Analytics Cloud,Driver-based planning,7.086330935
Global Vendors,SAP BPC,Driver-based planning,4.318345324
Global Vendors,Peer Group Average,Driver-based planning,6.267841844
Global Vendors,Adaptive Insights,Reporting/analysis,7.621217645
Global Vendors,Anaplan,Reporting/analysis,2.109004739
Global Vendors,Board,Reporting/analysis,6.925253893
Global Vendors,CCH Tagetik,Reporting/analysis,5.129443128
Global Vendors,IBM Plan. Analytics,Reporting/analysis,6.289099526
Global Vendors,Infor d/EPM,Reporting/analysis,7.246751261
Global Vendors,Jedox,Reporting/analysis,8.106683432
Global Vendors,Oracle Hyp. Plan.,Reporting/analysis,2.578199052
Global Vendors,SAP Analytics Cloud,Reporting/analysis,8.683228864
Global Vendors,SAP BPC,Reporting/analysis,1
Global Vendors,Peer Group Average,Reporting/analysis,5.568888154
Global Vendors,Adaptive Insights,Legal consolidation,5.136376346
Global Vendors,Anaplan,Legal consolidation,1
Global Vendors,Board,Legal consolidation,3.170418006
Global Vendors,CCH Tagetik,Legal consolidation,8.355305466
Global Vendors,IBM Plan. Analytics,Legal consolidation,3.26085209
Global Vendors,Infor d/EPM,Legal consolidation,1.872422924
Global Vendors,Jedox,Legal consolidation,3.15469034
Global Vendors,SAP BPC,Legal consolidation,3.09807074
Global Vendors,Peer Group Average,Legal consolidation,3.631016989
Global Vendors,Adaptive Insights,Functionality,6.795355968
Global Vendors,Anaplan,Functionality,3.640926899
Global Vendors,Board,Functionality,5.415240408
Global Vendors,CCH Tagetik,Functionality,7.480879496
Global Vendors,IBM Plan. Analytics,Functionality,5.072297536
Global Vendors,Infor d/EPM,Functionality,3.477707593
Global Vendors,Jedox,Functionality,5.844386522
Global Vendors,Oracle Hyp. Plan.,Functionality,2.736904396
Global Vendors,SAP Analytics Cloud,Functionality,7.076325607
Global Vendors,SAP BPC,Functionality,2.964084505
Global Vendors,Peer Group Average,Functionality,5.050410893
Global Vendors,Adaptive Insights,Self-service,4.604012805
Global Vendors,Anaplan,Self-service,5.670471757
Global Vendors,Board,Self-service,5.877759305
Global Vendors,CCH Tagetik,Self-service,5.535063424
Global Vendors,IBM Plan. Analytics,Self-service,6.173471794
Global Vendors,Infor d/EPM,Self-service,6.18427907
Global Vendors,Jedox,Self-service,7.867390606
Global Vendors,Oracle Hyp. Plan.,Self-service,1.638434366
Global Vendors,SAP Analytics Cloud,Self-service,7.471742816
Global Vendors,SAP BPC,Self-service,1
Global Vendors,Peer Group Average,Self-service,5.202262594
Global Vendors,Adaptive Insights,Flexibility,7.460343179
Global Vendors,Anaplan,Flexibility,10
Global Vendors,Board,Flexibility,6.755524862
Global Vendors,CCH Tagetik,Flexibility,7.924233648
Global Vendors,IBM Plan. Analytics,Flexibility,6.845649171
Global Vendors,Infor d/EPM,Flexibility,8.738259669
Global Vendors,Jedox,Flexibility,8.352012628
Global Vendors,Oracle Hyp. Plan.,Flexibility,3.545936553
Global Vendors,SAP Analytics Cloud,Flexibility,3.650597042
Global Vendors,SAP BPC,Flexibility,1
Global Vendors,Peer Group Average,Flexibility,6.427255675
Global Vendors,Adaptive Insights,Ease of use,7.299028759
Global Vendors,Anaplan,Ease of use,7.612552301
Global Vendors,Board,Ease of use,7.734775852
Global Vendors,CCH Tagetik,Ease of use,7.449094007
Global Vendors,IBM Plan. Analytics,Ease of use,4.898727024
Global Vendors,Infor d/EPM,Ease of use,4.672520418
Global Vendors,Jedox,Ease of use,7.392451541
Global Vendors,Oracle Hyp. Plan.,Ease of use,1.688248936
Global Vendors,SAP Analytics Cloud,Ease of use,8.402083952
Global Vendors,SAP BPC,Ease of use,1
Global Vendors,Peer Group Average,Ease of use,5.814948279
Global Vendors,Adaptive Insights,Sales experience,5.649531383
Global Vendors,Anaplan,Sales experience,2.977137177
Global Vendors,Board,Sales experience,3.328108273
Global Vendors,CCH Tagetik,Sales experience,5.501789264
Global Vendors,IBM Plan. Analytics,Sales experience,2.345389203
Global Vendors,Infor d/EPM,Sales experience,1.400957889
Global Vendors,Jedox,Sales experience,5.052683897
Global Vendors,Oracle Hyp. Plan.,Sales experience,1
Global Vendors,SAP Analytics Cloud,Sales experience,6.153081511
Global Vendors,Peer Group Average,Sales experience,3.7120754
Global Vendors,Adaptive Insights,Performance satisfaction,4.829422162
Global Vendors,Anaplan,Performance satisfaction,7.296954121
Global Vendors,Board,Performance satisfaction,7.190691875
Global Vendors,CCH Tagetik,Performance satisfaction,2.45452359
Global Vendors,IBM Plan. Analytics,Performance satisfaction,7.110995191
Global Vendors,Infor d/EPM,Performance satisfaction,3.972938243
Global Vendors,Jedox,Performance satisfaction,3.183087174
Global Vendors,Oracle Hyp. Plan.,Performance satisfaction,4.311327794
Global Vendors,SAP Analytics Cloud,Performance satisfaction,3.961690727
Global Vendors,SAP BPC,Performance satisfaction,3.455940355
Global Vendors,Peer Group Average,Performance satisfaction,4.776757123
Global Vendors,Adaptive Insights,Customer experience,6.254047012
Global Vendors,Anaplan,Customer experience,7.431785985
Global Vendors,Board,Customer experience,6.630537525
Global Vendors,CCH Tagetik,Customer experience,6.145540569
Global Vendors,IBM Plan. Analytics,Customer experience,5.831586523
Global Vendors,Infor d/EPM,Customer experience,5.631612071
Global Vendors,Jedox,Customer experience,6.762457451
Global Vendors,Oracle Hyp. Plan.,Customer experience,2.600189162
Global Vendors,SAP Analytics Cloud,Customer experience,5.925271962
Global Vendors,SAP BPC,Customer experience,1.491188071
Global Vendors,Peer Group Average,Customer experience,5.470421633
Global Vendors,Adaptive Insights,Considered for purchase,4.449101796
Global Vendors,Anaplan,Considered for purchase,6.011976048
Global Vendors,Board,Considered for purchase,7.413173653
Global Vendors,CCH Tagetik,Considered for purchase,5.419161677
Global Vendors,IBM Plan. Analytics,Considered for purchase,10
Global Vendors,Infor d/EPM,Considered for purchase,2.616766467
Global Vendors,Jedox,Considered for purchase,7.520958084
Global Vendors,Oracle Hyp. Plan.,Considered for purchase,9.02994012
Global Vendors,SAP Analytics Cloud,Considered for purchase,6.550898204
Global Vendors,SAP BPC,Considered for purchase,8.922155689
Global Vendors,Peer Group Average,Considered for purchase,6.793413174
Global Vendors,Adaptive Insights,Competitive win rate,3.124718378
Global Vendors,Anaplan,Competitive win rate,2.501321295
Global Vendors,Board,Competitive win rate,1
Global Vendors,CCH Tagetik,Competitive win rate,3.026694561
Global Vendors,IBM Plan. Analytics,Competitive win rate,4.876679146
Global Vendors,Infor d/EPM,Competitive win rate,6.009737543
Global Vendors,Jedox,Competitive win rate,2.760814169
Global Vendors,Oracle Hyp. Plan.,Competitive win rate,2.18923659
Global Vendors,SAP Analytics Cloud,Competitive win rate,2.920502092
Global Vendors,SAP BPC,Competitive win rate,2.014742801
Global Vendors,Peer Group Average,Competitive win rate,3.042444657
Global Vendors,Adaptive Insights,Competitiveness,3.654471745
Global Vendors,Anaplan,Competitiveness,3.905583196
Global Vendors,Board,Competitiveness,3.565269461
Global Vendors,CCH Tagetik,Competitiveness,3.983681407
Global Vendors,IBM Plan. Analytics,Competitiveness,6.926007487
Global Vendors,Infor d/EPM,Competitiveness,4.652549113
Global Vendors,Jedox,Competitiveness,4.664871735
Global Vendors,Oracle Hyp. Plan.,Competitiveness,4.925518002
Global Vendors,SAP Analytics Cloud,Competitiveness,4.372660537
Global Vendors,SAP BPC,Competitiveness,4.777707956
Global Vendors,Peer Group Average,Competitiveness,4.542832064
North American Vendors,Adaptive Insights,Business benefits,9.247684758
North American Vendors,Anaplan,Business benefits,5.382867374
North American Vendors,IBM Plan. Analytics,Business benefits,6.59482165
North American Vendors,Infor d/EPM,Business benefits,4.553530067
North American Vendors,Longview Pl. (On-Pr.),Business benefits,9.553780471
North American Vendors,Longview Pl. (Tidem.),Business benefits,9.051783501
North American Vendors,OneStream,Business benefits,9.483608852
North American Vendors,Oracle Hyp. Plan.,Business benefits,4.351604462
North American Vendors,Prophix,Business benefits,9.224008582
North American Vendors,Peer Group Average,Business benefits,7.493743302
North American Vendors,Adaptive Insights,Project success,7.013018106
North American Vendors,Anaplan,Project success,3.760736196
North American Vendors,IBM Plan. Analytics,Project success,3.838199891
North American Vendors,Infor d/EPM,Project success,5.215002789
North American Vendors,Longview Pl. (On-Pr.),Project success,6.420542252
North American Vendors,Longview Pl. (Tidem.),Project success,4.761503067
North American Vendors,OneStream,Project success,9.329705126
North American Vendors,Oracle Hyp. Plan.,Project success,2.214723926
North American Vendors,Prophix,Project success,6.842314707
North American Vendors,Peer Group Average,Project success,5.488416229
North American Vendors,Adaptive Insights,Project length,7.063157895
North American Vendors,Anaplan,Project length,5.042105263
North American Vendors,IBM Plan. Analytics,Project length,4.031578947
North American Vendors,Infor d/EPM,Project length,5.042105263
North American Vendors,Longview Pl. (On-Pr.),Project length,4.929824561
North American Vendors,Longview Pl. (Tidem.),Project length,3.165413534
North American Vendors,OneStream,Project length,1
North American Vendors,Oracle Hyp. Plan.,Project length,1.977928693
North American Vendors,Prophix,Project length,6.749546279
North American Vendors,Peer Group Average,Project length,4.333517826
North American Vendors,Adaptive Insights,Business value,8.138708063
North American Vendors,Anaplan,Business value,4.785363296
North American Vendors,IBM Plan. Analytics,Business value,5.248740613
North American Vendors,Infor d/EPM,Business value,4.855450174
North American Vendors,Longview Pl. (On-Pr.),Business value,7.738708413
North American Vendors,Longview Pl. (Tidem.),Business value,6.640628362
North American Vendors,OneStream,Business value,8.018372801
North American Vendors,Oracle Hyp. Plan.,Business value,3.243698322
North American Vendors,Prophix,Business value,8.01770024
North American Vendors,Peer Group Average,Business value,6.298596698
North American Vendors,Adaptive Insights,Price-to-value,6.500982831
North American Vendors,Anaplan,Price-to-value,3.413084165
North American Vendors,IBM Plan. Analytics,Price-to-value,4.198008041
North American Vendors,Infor d/EPM,Price-to-value,5.567957536
North American Vendors,Longview Pl. (On-Pr.),Price-to-value,7.037160773
North American Vendors,Longview Pl. (Tidem.),Price-to-value,6.563939145
North American Vendors,OneStream,Price-to-value,10
North American Vendors,Oracle Hyp. Plan.,Price-to-value,2.673568111
North American Vendors,Prophix,Price-to-value,7.496797091
North American Vendors,Peer Group Average,Price-to-value,5.939055299
North American Vendors,Adaptive Insights,Recommendation,9.121301775
North American Vendors,Anaplan,Recommendation,9.520710059
North American Vendors,IBM Plan. Analytics,Recommendation,5.415399596
North American Vendors,Infor d/EPM,Recommendation,3.662721893
North American Vendors,Longview Pl. (On-Pr.),Recommendation,7.323964497
North American Vendors,Longview Pl. (Tidem.),Recommendation,6.857988166
North American Vendors,OneStream,Recommendation,10
North American Vendors,Oracle Hyp. Plan.,Recommendation,3.81487743
North American Vendors,Prophix,Recommendation,9.268452196
North American Vendors,Peer Group Average,Recommendation,7.220601735
North American Vendors,Adaptive Insights,Vendor support,5.948452252
North American Vendors,Anaplan,Vendor support,5.507881715
North American Vendors,IBM Plan. Analytics,Vendor support,2.205277623
North American Vendors,Infor d/EPM,Vendor support,2.071751839
North American Vendors,Longview Pl. (On-Pr.),Vendor support,5.917168079
North American Vendors,Longview Pl. (Tidem.),Vendor support,6.246752234
North American Vendors,OneStream,Vendor support,9.245804071
North American Vendors,Oracle Hyp. Plan.,Vendor support,1
North American Vendors,Prophix,Vendor support,8.237202338
North American Vendors,Peer Group Average,Vendor support,5.153365572
North American Vendors,Adaptive Insights,Implementer support,6.203622951
North American Vendors,Anaplan,Implementer support,5.719683437
North American Vendors,IBM Plan. Analytics,Implementer support,4.87442623
North American Vendors,Infor d/EPM,Implementer support,5.659076006
North American Vendors,Longview Pl. (On-Pr.),Implementer support,7.434007914
North American Vendors,Longview Pl. (Tidem.),Implementer support,6.847259953
North American Vendors,OneStream,Implementer support,8.159830777
North American Vendors,Oracle Hyp. Plan.,Implementer support,3.462056632
North American Vendors,Prophix,Implementer support,7.235161719
North American Vendors,Peer Group Average,Implementer support,6.17723618
North American Vendors,Adaptive Insights,Product satisfaction,7.450293157
North American Vendors,Anaplan,Product satisfaction,6.775087445
North American Vendors,IBM Plan. Analytics,Product satisfaction,6.064369932
North American Vendors,Infor d/EPM,Product satisfaction,4.323543886
North American Vendors,Longview Pl. (On-Pr.),Product satisfaction,7.927751563
North American Vendors,Longview Pl. (Tidem.),Product satisfaction,4.82295044
North American Vendors,OneStream,Product satisfaction,10
North American Vendors,Oracle Hyp. Plan.,Product satisfaction,1
North American Vendors,Prophix,Product satisfaction,9.032446796
North American Vendors,Peer Group Average,Product satisfaction,6.37738258
North American Vendors,Adaptive Insights,Customer satisfaction,7.147852555
North American Vendors,Anaplan,Customer satisfaction,6.426107261
North American Vendors,IBM Plan. Analytics,Customer satisfaction,4.650399056
North American Vendors,Infor d/EPM,Customer satisfaction,4.324325018
North American Vendors,Longview Pl. (On-Pr.),Customer satisfaction,7.169839839
North American Vendors,Longview Pl. (Tidem.),Customer satisfaction,6.365252333
North American Vendors,OneStream,Customer satisfaction,9.414258373
North American Vendors,Oracle Hyp. Plan.,Customer satisfaction,2.598161534
North American Vendors,Prophix,Customer satisfaction,8.253644516
North American Vendors,Peer Group Average,Customer satisfaction,6.261093387
North American Vendors,Adaptive Insights,Predefined data connectivity,4.397959184
North American Vendors,Anaplan,Predefined data connectivity,1
North American Vendors,IBM Plan. Analytics,Predefined data connectivity,5.103954082
North American Vendors,Infor d/EPM,Predefined data connectivity,4.992028061
North American Vendors,Longview Pl. (On-Pr.),Predefined data connectivity,8.909438776
North American Vendors,Longview Pl. (Tidem.),Predefined data connectivity,2.255629838
North American Vendors,OneStream,Predefined data connectivity,5.659973667
North American Vendors,Oracle Hyp. Plan.,Predefined data connectivity,2.441455845
North American Vendors,Prophix,Predefined data connectivity,6.684362934
North American Vendors,Peer Group Average,Predefined data connectivity,4.604978043
North American Vendors,Adaptive Insights,Data integration,5.706360947
North American Vendors,Anaplan,Data integration,2.98816568
North American Vendors,IBM Plan. Analytics,Data integration,4.517523896
North American Vendors,Infor d/EPM,Data integration,4.270853216
North American Vendors,Longview Pl. (On-Pr.),Data integration,9.080931475
North American Vendors,Longview Pl. (Tidem.),Data integration,2.810650888
North American Vendors,OneStream,Data integration,9.946745562
North American Vendors,Oracle Hyp. Plan.,Data integration,1
North American Vendors,Prophix,Data integration,6.077882616
North American Vendors,Peer Group Average,Data integration,5.155457142
North American Vendors,Adaptive Insights,Planning content,7.075844806
North American Vendors,Anaplan,Planning content,2.823842303
North American Vendors,IBM Plan. Analytics,Planning content,1.448463121
North American Vendors,Infor d/EPM,Planning content,1
North American Vendors,Longview Pl. (On-Pr.),Planning content,4.451216194
North American Vendors,Longview Pl. (Tidem.),Planning content,7.075844806
North American Vendors,OneStream,Planning content,10
North American Vendors,Oracle Hyp. Plan.,Planning content,2.155867912
North American Vendors,Prophix,Planning content,9.147242877
North American Vendors,Peer Group Average,Planning content,5.019813558
North American Vendors,Adaptive Insights,Planning functionality,7.733362331
North American Vendors,Anaplan,Planning functionality,5.993910396
North American Vendors,IBM Plan. Analytics,Planning functionality,7.590925821
North American Vendors,Infor d/EPM,Planning functionality,3.503969117
North American Vendors,Longview Pl. (On-Pr.),Planning functionality,5.794805596
North American Vendors,Longview Pl. (Tidem.),Planning functionality,5.545019574
North American Vendors,OneStream,Planning functionality,9.052884143
North American Vendors,Oracle Hyp. Plan.,Planning functionality,3.7654881
North American Vendors,Prophix,Planning functionality,7.555929135
North American Vendors,Peer Group Average,Planning functionality,6.281810468
North American Vendors,Adaptive Insights,Workflow,5.951763937
North American Vendors,Anaplan,Workflow,1
North American Vendors,IBM Plan. Analytics,Workflow,3.894156297
North American Vendors,Infor d/EPM,Workflow,2.809648888
North American Vendors,Longview Pl. (On-Pr.),Workflow,6.023944251
North American Vendors,Longview Pl. (Tidem.),Workflow,6.653881533
North American Vendors,OneStream,Workflow,10
North American Vendors,Oracle Hyp. Plan.,Workflow,1.598231037
North American Vendors,Prophix,Workflow,7.493797909
North American Vendors,Peer Group Average,Workflow,5.047269317
North American Vendors,Adaptive Insights,Forecasting,8.708160729
North American Vendors,Anaplan,Forecasting,5.436619718
North American Vendors,IBM Plan. Analytics,Forecasting,6.463380282
North American Vendors,Infor d/EPM,Forecasting,2.124488869
